age,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
32,Single,High School,74348.37,6195.7,Retired,0.252,801,24122.72,Debt consolidation,7.72,36,752.81,A2,7,80264.52,54923.96,2,0,4
52,Married,Bachelor's,24838.85,2069.9,Employed,0.09,759,5388.57,Education,5.89,36,163.66,B3,7,19978.94,17983.6,0,0,1
69,Single,Bachelor's,75552.06,6296.0,Student,0.253,850,1892.07,Debt consolidation,9.21,36,60.35,A4,5,52914.73,34680.59,1,0,2
58,Single,Master's,40161.87,3346.82,Employed,0.112,828,15654.97,Debt consolidation,10.13,60,333.62,A1,8,28124.45,9527.52,0,0,0
27,Married,Master's,40710.34,3392.53,Employed,0.4,782,19759.79,Debt consolidation,9.88,60,418.67,B1,4,35901.9,11645.82,5,0,6
72,Divorced,Bachelor's,56789.7,4732.47,Employed,0.48,672,24827.75,Debt consolidation,14.69,36,856.9,C4,4,42219.0,25441.87,2,0,2
33,Single,Bachelor's,64336.27,5361.36,Employed,0.076,746,756.29,Debt consolidation,7.72,36,23.6,B5,4,69857.75,58729.78,0,0,0
52,Married,Bachelor's,10062.8,838.57,Retired,0.198,560,16096.35,Home,17.73,60,406.38,F1,7,17470.38,7613.81,2,0,2
56,Single,High School,144902.27,12075.19,Self-employed,0.202,770,11292.24,Car,12.55,36,378.04,B4,5,194489.84,141265.62,1,0,2
24,Married,Bachelor's,14178.06,1181.5,Employed,0.292,668,38483.69,Debt consolidation,17.77,60,972.42,D2,6,22346.23,14105.48,2,0,2
48,Married,High School,185781.1,15481.76,Self-employed,0.04,730,7589.97,Education,11.0,36,248.49,C5,3,210078.7,26178.87,3,0,3
75,Married,PhD,11001.12,916.76,Self-employed,0.082,732,23453.36,Education,8.15,60,477.24,C1,5,15557.57,13299.13,1,0,3
26,Married,Other,38949.98,3245.83,Employed,0.116,729,3279.7,Debt consolidation,9.68,36,105.33,C3,7,60972.55,49007.42,1,0,2
22,Single,Bachelor's,48509.24,4042.44,Unemployed,0.055,743,24221.1,Debt consolidation,12.96,60,550.61,B5,5,77749.27,27484.65,1,2,1
59,Single,Bachelor's,27679.01,2306.58,Employed,0.017,778,25116.08,Car,5.02,36,752.98,B5,3,23915.33,2288.28,1,0,1
41,Single,Bachelor's,26596.81,2216.4,Self-employed,0.073,776,13655.54,Debt consolidation,8.59,36,431.64,B5,4,39760.45,31290.41,3,0,3
52,Married,Bachelor's,55601.06,4633.42,Employed,0.079,752,22124.65,Debt consolidation,13.63,36,752.2,B1,5,58020.47,15529.27,1,0,2
47,Single,High School,74542.13,6211.84,Employed,0.013,751,38646.69,Debt consolidation,9.05,36,1229.85,B3,5,81379.86,67213.91,2,0,2
42,Married,High School,58633.23,4886.1,Employed,0.21,578,16116.67,Medical,17.24,60,402.62,F4,4,86242.85,65905.57,5,0,5
52,Single,High School,21391.4,1782.62,Unemployed,0.234,664,6928.91,Debt consolidation,13.46,36,235.0,D3,3,33481.51,2182.45,2,0,2
26,Single,Other,28148.1,2345.67,Student,0.121,589,14427.28,Debt consolidation,13.11,60,329.08,E2,3,25714.59,16629.56,2,0,2
31,Single,Master's,23426.28,1952.19,Employed,0.469,635,23315.76,Debt consolidation,13.01,36,785.71,D4,3,18157.32,7545.76,4,0,4
53,Married,PhD,20344.71,1695.39,Retired,0.092,662,21528.89,Debt consolidation,12.86,36,723.94,D5,6,33285.0,24093.63,4,0,4
44,Divorced,High School,45888.2,3824.02,Employed,0.207,714,6112.25,Medical,8.39,36,192.64,C4,6,68263.09,23137.9,3,0,3
68,Married,High School,41993.7,3499.48,Self-employed,0.214,651,9598.19,Vacation,14.38,60,225.23,D4,7,44476.43,17442.69,0,0,1
67,Married,High School,142829.59,11902.47,Unemployed,0.281,742,15272.28,Debt consolidation,12.85,36,513.48,B5,2,136968.57,26982.64,2,0,2
39,Married,Bachelor's,25738.5,2144.88,Employed,0.119,710,16801.84,Vacation,10.55,36,546.5,C4,1,34478.37,24516.51,3,0,3
33,Married,High School,22185.71,1848.81,Unemployed,0.191,645,24929.93,Debt consolidation,12.37,36,832.44,D5,6,38476.96,35543.92,0,0,1
31,Single,Bachelor's,39114.83,3259.57,Employed,0.206,660,13948.61,Other,11.93,36,462.83,D4,1,41788.34,20146.66,3,0,4
47,Married,High School,27210.05,2267.5,Retired,0.16,667,30206.12,Car,16.24,36,1065.54,D3,8,36071.83,21333.47,1,0,1
59,Married,Bachelor's,27239.32,2269.94,Employed,0.137,726,32417.99,Debt consolidation,12.3,36,1081.39,C5,6,21370.24,5737.27,0,0,1
41,Single,PhD,39835.27,3319.61,Unemployed,0.045,743,1038.02,Car,13.47,36,35.21,B3,5,53325.97,40638.77,0,0,0
37,Married,High School,119248.56,9937.38,Employed,0.154,631,12374.41,Debt consolidation,17.83,36,446.31,D3,4,170883.51,59905.89,0,0,1
61,Single,Other,50465.24,4205.44,Self-employed,0.059,804,18206.79,Medical,11.45,36,599.95,A2,3,51607.5,7863.3,2,0,2
51,Married,Bachelor's,43748.47,3645.71,Employed,0.131,588,500.0,Debt consolidation,15.46,60,12.02,E2,6,53936.95,34985.87,3,0,3
72,Single,Master's,104431.53,8702.63,Employed,0.078,692,25760.13,Home,5.87,36,782.16,C2,7,154393.22,19688.31,0,0,0
56,Married,High School,42636.26,3553.02,Employed,0.097,648,24124.09,Debt consolidation,12.82,36,810.75,D2,2,44470.78,39688.87,0,0,0
60,Single,PhD,131182.69,10931.89,Student,0.049,705,19580.15,Debt consolidation,10.1,60,416.98,C1,10,125014.73,16844.97,0,0,1
70,Married,High School,48846.22,4070.52,Employed,0.056,626,23089.26,Medical,14.25,36,791.94,D3,4,65263.84,45069.16,1,0,2
57,Single,High School,28337.25,2361.44,Self-employed,0.163,645,20641.03,Other,9.11,36,657.44,D2,3,42707.45,7271.08,4,0,4
45,Single,Bachelor's,44298.0,3691.5,Employed,0.302,720,12706.69,Debt consolidation,10.77,36,414.62,C5,6,41329.71,2202.8,3,0,4
38,Single,Bachelor's,41070.06,3422.5,Employed,0.106,818,21038.01,Debt consolidation,7.99,36,659.16,A2,5,27508.56,20132.88,0,0,1
65,Married,Bachelor's,29121.62,2426.8,Employed,0.112,618,20838.08,Debt consolidation,12.68,60,470.72,D1,6,38661.89,15410.65,1,0,1
34,Married,Bachelor's,52312.78,4359.4,Employed,0.221,728,12736.14,Debt consolidation,11.8,36,421.81,C2,9,61528.34,30442.2,3,0,3
21,Divorced,Bachelor's,20523.15,1710.26,Employed,0.214,655,12762.44,Vacation,14.04,36,436.44,D3,5,29524.11,5608.15,2,0,2
51,Single,High School,29591.62,2465.97,Self-employed,0.189,742,17810.11,Medical,10.84,60,385.82,B4,10,36604.28,3074.4,1,0,2
39,Married,High School,22068.28,1839.02,Employed,0.135,619,39303.34,Other,12.12,36,1307.69,D2,7,35898.64,16541.75,2,0,3
49,Married,Bachelor's,24564.05,2047.0,Employed,0.118,731,23105.02,Debt consolidation,8.54,36,729.8,C5,11,40365.65,37175.17,2,0,2
68,Married,Bachelor's,31870.63,2655.89,Employed,0.07,545,500.0,Vacation,15.14,36,17.37,F4,7,54188.4,50487.01,1,0,2
42,Married,High School,53263.9,4438.66,Employed,0.229,704,24254.71,Home,8.52,36,765.89,C1,4,54584.95,16856.72,4,0,4
43,Single,High School,12155.38,1012.95,Self-employed,0.213,691,2606.99,Home,13.29,36,88.2,C4,2,11396.4,8076.58,1,0,2
35,Married,Bachelor's,63085.53,5257.13,Employed,0.129,667,9804.27,Car,12.56,36,328.27,D4,4,46055.02,35550.76,1,0,1
64,Single,Bachelor's,12839.84,1069.99,Employed,0.079,727,13361.73,Home,12.62,36,447.77,C3,5,22896.53,15079.55,5,1,7
43,Single,PhD,38383.4,3198.62,Self-employed,0.096,638,16175.73,Debt consolidation,15.46,36,564.39,D2,2,51214.53,39286.21,2,0,2
41,Single,Master's,52492.18,4374.35,Employed,0.08,698,16057.03,Debt consolidation,9.66,36,515.56,C1,8,70964.27,39628.92,2,1,4
57,Married,Master's,10808.73,900.73,Self-employed,0.254,662,11831.57,Education,7.31,60,236.01,D2,7,12413.16,3424.51,3,0,4
44,Married,Master's,124555.44,10379.62,Student,0.071,741,26319.22,Business,9.63,36,844.68,B5,5,78810.66,19016.75,0,0,2
51,Divorced,High School,15759.13,1313.26,Employed,0.486,680,7437.65,Home,14.64,36,256.52,C2,4,22843.3,2724.37,4,0,4
60,Married,High School,73998.55,6166.55,Employed,0.162,764,792.68,Other,13.66,60,18.3,B2,2,96897.12,47472.52,1,0,2
56,Single,Master's,29666.76,2472.23,Employed,0.363,697,12859.87,Business,10.36,60,275.52,C5,9,46963.32,15376.02,2,0,2
44,Single,Bachelor's,159086.58,13257.21,Employed,0.37,707,25692.13,Business,9.65,36,824.8,C3,1,91365.96,25738.62,3,0,3
54,Single,Bachelor's,150949.93,12579.16,Unemployed,0.259,750,13880.46,Debt consolidation,10.66,36,452.2,B1,0,130935.83,105030.87,1,0,1
24,Divorced,Other,25660.53,2138.38,Retired,0.18,565,14573.94,Home,16.52,36,516.13,F3,11,28699.02,22231.51,4,0,5
72,Single,Master's,33456.26,2788.02,Employed,0.155,696,18070.22,Medical,16.27,60,442.03,C1,3,46522.02,14413.33,1,0,1
41,Married,High School,58581.43,4881.79,Student,0.235,659,15334.96,Other,13.97,36,523.89,D1,3,43188.79,4778.18,3,0,4
72,Married,Bachelor's,10217.59,851.47,Employed,0.153,692,500.0,Debt consolidation,11.08,36,16.39,C1,3,14685.36,7917.6,1,0,2
30,Single,Bachelor's,24184.1,2015.34,Employed,0.281,494,985.35,Debt consolidation,13.35,36,33.37,F5,6,22119.6,15227.06,0,0,0
43,Married,PhD,83848.95,6987.41,Retired,0.089,702,29426.45,Medical,12.49,36,984.28,C4,0,90114.98,63200.49,1,0,1
69,Single,Bachelor's,11277.5,939.79,Employed,0.152,741,21311.79,Vacation,10.37,36,691.38,B5,8,18211.89,9993.99,0,0,1
67,Single,Bachelor's,81175.54,6764.63,Unemployed,0.3,725,43760.99,Debt consolidation,13.4,36,1482.93,C4,5,113660.42,49399.94,2,0,2
67,Married,Bachelor's,32566.42,2713.87,Employed,0.058,850,33506.41,Home,6.63,36,1028.92,A4,7,29037.37,3333.06,2,1,3
43,Married,Bachelor's,25761.97,2146.83,Employed,0.206,659,16375.36,Debt consolidation,9.68,36,525.93,D3,4,28973.29,10898.04,2,0,3
50,Widowed,Master's,91988.86,7665.74,Employed,0.037,722,10696.66,Car,13.96,36,365.38,C2,2,102936.21,94759.86,1,0,2
30,Married,Bachelor's,81086.83,6757.24,Employed,0.266,707,19244.98,Debt consolidation,11.46,36,634.26,C1,1,120397.29,97978.54,3,0,3
34,Married,Bachelor's,75819.75,6318.31,Employed,0.205,664,3869.34,Business,12.72,36,129.85,D3,5,64847.33,54794.91,2,0,2
45,Single,High School,32232.82,2686.07,Self-employed,0.091,607,21096.46,Debt consolidation,10.87,36,689.37,E2,7,53563.7,29108.95,2,0,2
41,Single,Master's,48722.0,4060.17,Student,0.133,655,11635.36,Education,12.46,36,389.02,D5,7,79496.31,63654.85,0,0,1
64,Married,Bachelor's,33395.51,2782.96,Retired,0.223,586,7414.46,Car,12.53,36,248.15,E3,4,47771.09,37846.42,1,1,1
49,Married,Bachelor's,50144.89,4178.74,Employed,0.233,529,6684.91,Debt consolidation,13.68,36,227.44,F5,4,56470.09,52233.25,2,0,3
25,Single,High School,55856.44,4654.7,Employed,0.035,651,8501.56,Other,12.6,60,191.7,D3,2,35093.32,4232.66,2,0,2
27,Single,High School,75063.31,6255.28,Employed,0.073,685,7062.32,Car,9.6,36,226.56,C5,8,68745.4,39205.84,1,0,1
44,Married,Bachelor's,43968.6,3664.05,Employed,0.216,655,36698.03,Business,13.05,36,1237.39,D1,2,59187.21,11084.4,1,0,1
72,Married,Bachelor's,59387.22,4948.94,Unemployed,0.203,699,12262.08,Education,15.35,36,427.17,C4,4,74969.54,67597.07,1,1,1
69,Divorced,Bachelor's,101415.98,8451.33,Employed,0.052,723,20853.18,Other,9.77,60,440.71,C2,6,56772.57,51730.04,3,0,3
56,Married,Bachelor's,40996.41,3416.37,Unemployed,0.181,700,16368.74,Business,8.87,60,338.76,C5,5,41510.94,7546.08,4,0,4
66,Single,Master's,26897.42,2241.45,Self-employed,0.174,570,27777.81,Education,12.2,60,620.71,F1,4,22864.63,8057.04,2,0,2
49,Single,Master's,18414.03,1534.5,Employed,0.187,568,35558.85,Other,14.89,60,843.89,F4,4,16061.38,6032.48,5,2,6
38,Divorced,Other,8621.31,718.44,Employed,0.308,575,14029.85,Vacation,19.14,36,515.27,F4,4,14837.17,8424.05,1,0,1
72,Married,PhD,23344.04,1945.34,Employed,0.011,850,16417.41,Debt consolidation,7.69,36,512.12,A1,4,30198.48,25160.54,3,0,3
55,Single,High School,21312.3,1776.02,Employed,0.183,528,14589.68,Medical,16.04,36,513.22,F1,5,28249.22,2000.67,2,0,2
42,Single,Master's,67854.52,5654.54,Retired,0.482,662,23873.61,Business,14.65,36,823.5,D4,6,68534.51,27267.76,3,1,3
56,Single,Bachelor's,47561.06,3963.42,Student,0.208,747,23449.16,Debt consolidation,13.46,60,539.08,B4,1,48175.24,26198.34,5,0,6
46,Single,High School,23228.92,1935.74,Self-employed,0.08,718,14853.74,Home,12.33,60,332.9,C5,2,16131.65,11765.02,1,0,2
66,Divorced,Master's,34369.8,2864.15,Self-employed,0.27,718,6420.11,Home,10.52,36,208.73,C1,4,25717.76,18824.89,2,1,2
22,Married,Bachelor's,107969.71,8997.48,Self-employed,0.19,700,9065.41,Debt consolidation,12.28,36,302.32,C3,4,59809.74,42321.45,3,0,3
71,Married,High School,31946.61,2662.22,Retired,0.01,736,20881.74,Debt consolidation,7.41,36,648.69,C5,6,45128.26,19353.78,0,0,3
45,Widowed,Other,15917.35,1326.45,Self-employed,0.219,640,17519.52,Debt consolidation,11.66,36,579.06,D5,4,21979.01,4849.02,4,0,4
29,Single,Master's,86932.12,7244.34,Employed,0.353,777,24116.39,Medical,10.65,36,785.55,B4,3,105579.35,7208.31,2,0,3
47,Married,PhD,115717.4,9643.12,Employed,0.108,709,23231.93,Car,12.44,60,521.96,C1,7,168021.23,151359.73,0,0,1
51,Married,Master's,7943.3,661.94,Employed,0.219,690,4936.92,Car,12.27,36,164.61,C1,4,10214.07,4884.48,4,2,5
33,Single,Master's,25535.55,2127.96,Employed,0.093,717,1279.51,Debt consolidation,9.92,60,27.14,C3,3,24506.72,8099.12,0,0,0
73,Single,Bachelor's,38633.35,3219.45,Unemployed,0.127,749,2758.69,Business,11.01,60,59.99,B5,5,27504.06,8604.19,1,0,2
73,Single,PhD,122211.21,10184.27,Employed,0.118,550,20100.02,Education,12.51,36,672.51,F5,7,132481.31,29820.01,1,0,1
32,Married,Bachelor's,53293.91,4441.16,Self-employed,0.428,668,13183.29,Debt consolidation,12.1,36,438.5,D2,3,41983.59,31593.06,2,0,2
49,Married,High School,49966.41,4163.87,Employed,0.098,699,4879.42,Business,13.26,36,165.02,C4,4,38669.84,5992.63,1,0,1
65,Married,Master's,23802.65,1983.55,Employed,0.277,672,9651.66,Debt consolidation,13.6,36,328.0,C2,7,20607.91,15500.27,3,2,4
27,Divorced,High School,14939.2,1244.93,Unemployed,0.187,658,19101.75,Car,13.93,60,443.77,D4,3,16798.63,3851.02,2,0,3
33,Married,High School,70728.19,5894.02,Unemployed,0.068,628,18312.72,Debt consolidation,12.91,36,616.23,D4,9,82691.14,35873.22,5,0,5
75,Single,Bachelor's,13983.2,1165.27,Self-employed,0.154,634,22084.78,Debt consolidation,16.54,36,782.34,D4,4,17990.49,11541.89,1,0,1
74,Divorced,Bachelor's,49968.64,4164.05,Self-employed,0.23,667,3604.24,Car,12.98,36,121.41,D1,14,79210.65,58719.95,2,0,2
69,Single,Bachelor's,88768.08,7397.34,Student,0.152,612,6129.91,Other,13.9,36,209.21,D1,5,102116.44,8906.59,0,0,1
26,Married,Other,72593.1,6049.42,Employed,0.171,518,22712.78,Debt consolidation,14.27,60,531.67,F1,0,71495.0,46571.11,2,0,3
68,Married,Master's,11409.41,950.78,Self-employed,0.154,678,10020.85,Debt consolidation,12.86,60,227.29,C5,5,13998.73,5948.21,1,0,2
71,Married,High School,56718.84,4726.57,Student,0.163,596,9930.39,Vacation,13.35,36,336.27,E2,5,54066.71,12009.09,1,0,1
53,Single,Bachelor's,17908.22,1492.35,Employed,0.323,736,8546.63,Vacation,12.01,36,283.91,C2,2,24607.52,2916.52,2,0,3
28,Married,Bachelor's,29361.34,2446.78,Employed,0.137,535,20807.28,Car,18.33,36,755.68,F2,5,48064.63,6293.31,1,0,1
50,Single,Master's,36600.09,3050.01,Retired,0.245,740,25139.15,Debt consolidation,13.79,60,582.21,B1,3,56042.6,24080.85,5,1,6
33,Divorced,Master's,86203.33,7183.61,Employed,0.211,584,9022.2,Education,17.25,36,322.79,E1,5,112684.06,83791.76,3,0,5
22,Single,Bachelor's,30358.98,2529.92,Unemployed,0.26,652,6965.78,Home,12.93,60,158.24,D5,7,23225.22,15787.23,4,0,5
61,Single,Master's,49083.05,4090.25,Employed,0.241,729,500.0,Debt consolidation,14.32,60,11.72,C2,7,63556.61,53801.05,2,0,2
21,Married,Bachelor's,66574.99,5547.92,Self-employed,0.04,734,20887.84,Medical,11.15,36,685.33,C2,5,58826.32,26229.77,4,0,5
45,Single,Bachelor's,32967.29,2747.27,Student,0.118,710,9930.88,Debt consolidation,8.68,60,204.61,C5,6,33057.16,27992.61,3,0,3
27,Married,High School,39823.82,3318.65,Unemployed,0.103,696,26201.84,Debt consolidation,15.39,60,628.72,C2,0,53047.17,43807.71,1,0,2
34,Married,Bachelor's,22797.27,1899.77,Employed,0.014,675,22396.93,Education,13.67,60,517.31,C3,6,20985.18,8885.28,2,0,3
25,Married,Bachelor's,29736.1,2478.01,Student,0.399,688,31851.32,Debt consolidation,7.58,60,639.45,C5,3,30736.4,8829.6,5,0,6
69,Married,Master's,53670.78,4472.56,Employed,0.011,705,6470.18,Other,13.17,60,147.78,C2,6,42368.7,38091.51,2,0,2
53,Married,High School,24426.43,2035.54,Employed,0.038,742,20142.95,Car,12.58,60,453.99,B3,9,33300.45,7839.72,1,0,1
59,Divorced,Master's,18725.3,1560.44,Unemployed,0.185,704,20762.12,Other,11.17,36,681.4,C1,3,20371.67,14868.75,1,0,2
26,Single,Master's,33362.79,2780.23,Employed,0.135,660,21646.07,Car,12.76,36,726.84,D3,3,27671.77,5042.33,1,0,2
59,Single,High School,10330.82,860.9,Student,0.151,595,1530.42,Business,14.05,60,35.65,E5,2,13441.6,11485.44,5,0,6
72,Single,High School,25269.68,2105.81,Unemployed,0.155,698,30277.76,Car,14.21,60,707.81,C4,1,27438.93,6123.75,2,0,2
24,Single,Bachelor's,76939.58,6411.63,Employed,0.329,590,9621.36,Other,15.04,36,333.72,E4,2,116316.41,96147.23,7,0,7
24,Single,Master's,37337.23,3111.44,Employed,0.345,613,35316.13,Home,9.9,60,748.63,D3,0,32320.98,26046.73,1,0,1
39,Single,Bachelor's,15498.64,1291.55,Retired,0.079,734,500.0,Education,13.01,36,16.85,C5,5,13018.81,11836.08,1,0,2
32,Married,Bachelor's,41142.33,3428.53,Employed,0.104,611,17348.62,Debt consolidation,12.23,60,387.93,D3,7,44346.95,13594.47,3,0,3
61,Married,High School,29971.95,2497.66,Employed,0.3,791,18017.63,Medical,9.02,60,374.19,B1,7,31216.95,18053.18,2,0,2
63,Single,Master's,31697.04,2641.42,Unemployed,0.31,741,14099.06,Debt consolidation,10.39,60,302.28,B1,1,30770.55,3943.85,1,0,1
50,Single,High School,16529.6,1377.47,Employed,0.232,663,3657.4,Debt consolidation,12.57,36,122.48,D1,4,22454.75,5123.05,2,0,2
39,Married,Bachelor's,33863.35,2821.95,Employed,0.141,640,20947.92,Other,10.38,36,679.67,D3,6,43720.85,20597.14,3,0,4
68,Divorced,High School,65913.39,5492.78,Student,0.154,724,7268.71,Home,9.48,60,152.59,C2,2,61522.54,11702.81,1,0,2
61,Divorced,Bachelor's,33743.5,2811.96,Employed,0.223,684,16340.6,Debt consolidation,11.38,60,358.39,C3,7,32525.51,10723.93,6,0,6
43,Single,High School,147858.94,12321.58,Self-employed,0.355,694,4158.29,Debt consolidation,9.55,36,133.3,C1,1,104916.79,41009.0,5,0,5
25,Married,Master's,14360.16,1196.68,Employed,0.073,616,9848.62,Business,12.51,60,221.62,D5,4,23500.19,13199.27,3,0,3
49,Single,High School,37972.07,3164.34,Self-employed,0.314,805,13531.78,Debt consolidation,12.58,36,453.21,A3,3,27524.08,23925.4,0,0,0
65,Single,PhD,11033.19,919.43,Self-employed,0.013,602,15137.49,Debt consolidation,14.55,60,356.55,E3,5,18127.94,14824.99,2,0,2
57,Married,High School,19717.83,1643.15,Unemployed,0.29,541,18240.01,Other,14.11,36,624.38,F4,8,26649.83,11599.98,4,0,4
31,Divorced,Bachelor's,68043.34,5670.28,Employed,0.184,660,13956.51,Other,11.76,60,308.76,D3,9,55805.98,10544.45,2,0,2
21,Single,Bachelor's,130421.9,10868.49,Self-employed,0.06,708,14095.66,Car,10.78,36,460.01,C1,2,179469.74,17467.07,3,0,4
42,Single,Bachelor's,21199.99,1766.67,Self-employed,0.235,780,29803.36,Home,9.34,60,623.6,B3,4,24601.51,19543.2,5,0,6
71,Single,Master's,32668.41,2722.37,Employed,0.146,631,11709.96,Education,11.69,36,387.21,D1,6,42967.33,14642.06,1,0,2
44,Single,High School,50351.67,4195.97,Employed,0.159,696,25763.74,Other,12.72,60,582.52,C2,7,78966.75,74464.47,2,0,2
68,Divorced,Bachelor's,47936.09,3994.67,Employed,0.242,746,9731.35,Business,9.94,36,313.73,B4,4,74701.91,33342.93,2,0,2
47,Single,High School,44832.59,3736.05,Employed,0.119,598,20530.83,Home,15.31,60,491.77,E4,4,63070.48,43479.49,5,0,5
58,Married,Bachelor's,22960.08,1913.34,Employed,0.067,757,9888.84,Debt consolidation,9.28,36,315.75,B2,6,25189.32,17355.73,1,0,1
56,Widowed,High School,35011.14,2917.6,Self-employed,0.16,737,18993.0,Debt consolidation,11.36,36,625.05,C3,5,56465.98,27448.15,1,0,1
32,Single,Bachelor's,12188.98,1015.75,Employed,0.244,609,9655.03,Debt consolidation,11.16,36,316.83,E4,2,15667.11,12137.53,1,0,3
60,Married,Bachelor's,30038.1,2503.17,Employed,0.031,622,16570.39,Other,12.07,60,369.19,D2,8,48127.59,11204.1,4,0,7
50,Widowed,Bachelor's,39806.84,3317.24,Employed,0.189,580,9018.84,Car,14.5,60,212.2,E4,1,42782.38,17432.36,3,0,5
33,Married,Bachelor's,57355.62,4779.64,Employed,0.104,724,22587.41,Debt consolidation,11.5,36,744.84,C4,9,74342.87,14281.55,3,0,4
73,Single,Bachelor's,28913.95,2409.5,Employed,0.036,771,3507.89,Home,12.85,36,117.94,B4,5,32953.5,9077.44,2,0,2
28,Single,Other,40463.9,3371.99,Employed,0.194,657,18076.15,Business,10.71,60,390.41,D2,6,52196.24,38243.58,4,0,4
52,Single,Master's,29717.42,2476.45,Employed,0.215,681,35835.6,Business,12.52,60,806.59,C1,4,39660.23,7023.07,4,0,4
70,Single,Bachelor's,40525.77,3377.15,Self-employed,0.035,646,9624.43,Debt consolidation,12.98,60,218.89,D4,5,38305.85,19310.43,1,0,2
32,Divorced,PhD,73664.75,6138.73,Employed,0.198,767,8662.19,Debt consolidation,9.29,36,276.63,B5,4,48318.89,8619.75,0,0,3
30,Single,High School,19676.86,1639.74,Employed,0.049,845,12754.64,Vacation,9.95,60,270.68,A2,4,29723.87,18598.47,0,0,0
61,Single,Bachelor's,32893.91,2741.16,Unemployed,0.047,762,12322.26,Education,13.13,36,415.96,B4,5,31508.88,17984.97,2,0,2
46,Single,High School,47328.6,3944.05,Employed,0.154,816,7462.92,Business,11.12,60,162.71,A4,3,54353.28,51401.73,3,0,3
63,Married,Bachelor's,77139.83,6428.32,Student,0.063,695,9124.49,Debt consolidation,16.62,60,224.91,C3,5,84770.64,77959.88,2,0,2
55,Married,Master's,27694.46,2307.87,Self-employed,0.291,636,7930.21,Debt consolidation,12.19,36,264.12,D1,4,22235.65,6344.41,2,0,2
29,Single,Bachelor's,23781.63,1981.8,Employed,0.071,652,500.0,Debt consolidation,12.62,36,16.76,D3,2,20205.16,5245.38,0,0,2
56,Married,Bachelor's,37027.67,3085.64,Employed,0.031,679,23375.25,Car,15.35,36,814.32,C3,3,55326.01,42372.66,0,0,0
74,Married,Bachelor's,34324.12,2860.34,Employed,0.046,755,29913.6,Debt consolidation,10.47,60,642.52,B3,3,30939.69,28432.38,2,0,2
38,Single,Bachelor's,20903.21,1741.93,Employed,0.092,608,10628.32,Home,15.48,60,255.53,E4,8,34932.18,28300.29,2,0,3
47,Married,Bachelor's,42395.72,3532.98,Employed,0.185,631,12409.13,Debt consolidation,14.86,60,294.3,D1,5,63632.99,34229.11,3,0,4
21,Single,Master's,25177.38,2098.12,Retired,0.378,668,2849.03,Business,17.72,36,102.6,D4,11,24268.42,9548.36,2,0,2
